folded-shirts-stack	https://images.unsplash.com/photo-1635274605638-d44babc08a4f?w=1600&q=75&auto=format
folded-flannel-bw	https://images.unsplash.com/photo-1782227293813-040b9f9ce99e?w=1600&q=75&auto=format
folded-tees-on-black	https://images.unsplash.com/photo-1548768041-2fceab4c0b85?w=1600&q=75&auto=format
folded-knit-macro	https://images.pexels.com/photos/14641436/pexels-photo-14641436.jpeg?auto=compress&cs=tinysrgb&w=1600
hands-folded-cloth	https://images.pexels.com/photos/9185814/pexels-photo-9185814.jpeg?auto=compress&cs=tinysrgb&w=1600
stack-in-hands	https://images.pexels.com/photos/4440574/pexels-photo-4440574.jpeg?auto=compress&cs=tinysrgb&w=1600
drycleaner-at-work	https://images.unsplash.com/photo-1763495195143-f3d6650630f9?w=1600&q=75&auto=format
folding-dim-shop	https://images.unsplash.com/photo-1765015981449-35a28ed5b1e9?w=1600&q=75&auto=format
laundry-towels-team	https://images.unsplash.com/photo-1765015981578-ba6b98a43493?w=1600&q=75&auto=format
drycleaner-interior	https://images.unsplash.com/photo-1782243273964-86c4ffa21418?w=1600&q=75&auto=format
laundry-shop-worker	https://images.pexels.com/photos/14361266/pexels-photo-14361266.jpeg?auto=compress&cs=tinysrgb&w=1600
ok-cleaners-neon	https://images.unsplash.com/photo-1512532019-3bdca31ba6ed?w=1600&q=75&auto=format
cleaners-at-night	https://images.unsplash.com/photo-1578329824171-ef7611e9a5ca?w=1600&q=75&auto=format
vintage-laundromat	https://images.pexels.com/photos/35768200/pexels-photo-35768200.jpeg?auto=compress&cs=tinysrgb&w=1600
van-loading	https://images.unsplash.com/photo-1620455800201-7f00aeef12ed?w=1600&q=75&auto=format
white-van-open	https://images.unsplash.com/photo-1558803116-b443d28fa878?w=1600&q=75&auto=format
bottle-on-wood	https://images.unsplash.com/photo-1625479761497-540dcd8bd5fa?w=1600&q=75&auto=format
laundry-sheets-wood	https://images.unsplash.com/photo-1714058957722-06d4f925dd39?w=1600&q=75&auto=format
spray-bottle-hand	https://images.pexels.com/photos/6612221/pexels-photo-6612221.jpeg?auto=compress&cs=tinysrgb&w=1600
detergent-bottle-clean	https://images.pexels.com/photos/4440564/pexels-photo-4440564.jpeg?auto=compress&cs=tinysrgb&w=1600
eucalyptus-in-vase	https://images.unsplash.com/photo-1546387903-6d82d96ccca6?w=1600&q=75&auto=format
leaves-on-white	https://images.unsplash.com/photo-1634291196724-742f2a32463c?w=1600&q=75&auto=format
cloth-with-leaves	https://images.unsplash.com/photo-1639690265149-d70d289a6638?w=1600&q=75&auto=format
eucalyptus-natural-light	https://images.pexels.com/photos/30347941/pexels-photo-30347941.jpeg?auto=compress&cs=tinysrgb&w=1600
toronto-flatiron-snow	https://images.unsplash.com/photo-1514924013411-cbf25faa35bb?w=1600&q=75&auto=format
toronto-streetcar	https://images.unsplash.com/photo-1662872506786-879ae10f6d9b?w=1600&q=75&auto=format
toronto-intersection	https://images.pexels.com/photos/31222535/pexels-photo-31222535.jpeg?auto=compress&cs=tinysrgb&w=1600
